date+survey,adm1+name,adm1+pcode,adm2+pcode,adm2+name,affected+idps+ind,affected+idps+hh
2023-08-23 00:00:00,South Darfur,SD03,SD03167,Nyala Janoub,117175,23435
2023-08-23 00:00:00,Central Darfur,SD06,SD06132,Shamal Jabal Marrah,64875,12975
2023-08-23 00:00:00,East Darfur,SD05,SD05148,Shia'ria,64180,12836
2023-08-23 00:00:00,East Darfur,SD05,SD05165,Yassin,63085,12617
2023-08-23 00:00:00,East Darfur,SD05,SD05142,Ad Du'ayn,58130,11626
2023-08-23 00:00:00,East Darfur,SD05,SD05160,Bahr Al Arab,49420,9884
2023-08-23 00:00:00,Central Darfur,SD06,SD06110,Azum,49000,9800
2023-08-23 00:00:00,South Darfur,SD03,SD03162,Beliel,45250,9050
2023-08-23 00:00:00,East Darfur,SD05,SD05139,Adila,44625,8925
2023-08-02 00:00:00,White Nile,SD09,SD09051,Aj Jabalain,44160,8832
2023-08-23 00:00:00,North Darfur,SD02,SD02170,Tawila,42240,8448
2023-08-23 00:00:00,East Darfur,SD05,SD05140,Abu Jabrah,40110,8022
2023-08-23 00:00:00,Central Darfur,SD06,SD06138,Zalingi,40050,8010
2023-05-19 00:00:00,White Nile,SD09,SD09049,As Salam / Ar Rawat,39750,7950
2023-08-23 00:00:00,South Darfur,SD03,SD03144,Kas,36750,7350
2023-08-23 00:00:00,East Darfur,SD05,SD05152,Al Firdous,33750,6750
2023-08-23 00:00:00,Central Darfur,SD06,SD06135,Um Dukhun,33350,6670
2023-08-23 00:00:00,East Darfur,SD05,SD05155,Abu Karinka,31050,6210
2023-08-23 00:00:00,West Darfur,SD04,SD04127,Kulbus,27560,5512
2023-08-23 00:00:00,North Darfur,SD02,SD02114,Al Fasher,26035,5187
2023-08-23 00:00:00,Central Darfur,SD06,SD06138,Zalingi,25050,5010
2023-08-23 00:00:00,North Darfur,SD02,SD02128,Kutum,23500,4700
2023-08-23 00:00:00,North Darfur,SD02,SD02128,Kutum,22540,4508
2023-08-23 00:00:00,South Darfur,SD03,SD03162,Beliel,22500,4500
2023-08-23 00:00:00,Gedaref,SD12,SD12083,Galabat Ash-Shargiah,21000,4200
2023-08-16 00:00:00,River Nile,SD16,SD16012,Atbara,18850,3770
2023-08-23 00:00:00,South Darfur,SD03,SD03162,Beliel,16500,3300
2023-08-23 00:00:00,North Darfur,SD02,SD02114,Al Fasher,15505,3081
2023-08-23 00:00:00,West Darfur,SD04,SD04123,Jebel Moon,15265,3053
2023-08-23 00:00:00,Central Darfur,SD06,SD06138,Zalingi,15075,3015
2023-08-23 00:00:00,Central Darfur,SD06,SD06138,Zalingi,15075,3015
2023-08-23 00:00:00,North Darfur,SD02,SD02114,Al Fasher,14765,2953
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,14645,2929
2023-08-23 00:00:00,South Darfur,SD03,SD03161,Buram,14000,2800
2023-07-19 00:00:00,Northern,SD17,SD17019,Ad Dabbah,13925,2785
2023-07-12 00:00:00,Sennar,SD14,SD14039,Ad Dali,12735,2547
2023-08-23 00:00:00,West Darfur,SD04,SD04123,Jebel Moon,12520,2504
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,12500,2500
2023-08-23 00:00:00,North Darfur,SD02,SD02114,Al Fasher,10905,2181
2023-08-16 00:00:00,River Nile,SD16,SD16012,Atbara,10855,2171
2023-08-23 00:00:00,South Kordofan,SD07,SD07097,Ar Reif Ash Shargi,10600,2100
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,10580,2116
2023-08-23 00:00:00,South Kordofan,SD07,SD07098,Kadugli,10430,2086
2023-08-23 00:00:00,West Darfur,SD04,SD04115,Ag Geneina,10250,2050
2023-08-23 00:00:00,South Kordofan,SD07,SD07098,Kadugli,10000,2000
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,9850,1970
2023-08-23 00:00:00,Gedaref,SD12,SD12082,Al Mafaza,9735,1947
2023-08-16 00:00:00,River Nile,SD16,SD16012,Atbara,9575,1915
2023-07-19 00:00:00,Khartoum,SD01,SD01005,Karrari,9365,1873
2023-07-19 00:00:00,River Nile,SD16,SD16014,Al Buhaira,9225,1845
2023-08-23 00:00:00,River Nile,SD16,SD16012,Atbara,9210,1842
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,9170,1834
2023-08-09 00:00:00,North Darfur,SD02,SD02133,Saraf Omra,9000,1800
2023-08-23 00:00:00,South Darfur,SD03,SD03145,Mershing,8900,1780
2023-08-16 00:00:00,Kassala,SD11,SD11052,Halfa Aj Jadeedah,8790,1758
2023-08-23 00:00:00,Blue Nile,SD08,SD08107,Ar Rusayris,8780,1756
2023-08-23 00:00:00,Khartoum,SD01,SD01004,Sharg An Neel,8650,1730
2023-08-23 00:00:00,North Darfur,SD02,SD02128,Kutum,8500,1700
2023-08-23 00:00:00,North Darfur,SD02,SD02128,Kutum,8500,1700
2023-08-09 00:00:00,Sennar,SD14,SD14042,Sharg Sennar,8370,1654
2023-08-16 00:00:00,Gedaref,SD12,SD12075,Al Fashaga,8355,1671
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,8280,1656
2023-08-23 00:00:00,South Darfur,SD03,SD03167,Nyala Janoub,8165,1633
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,8115,1623
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,8110,1622
2023-08-23 00:00:00,North Darfur,SD02,SD02124,Kebkabiya,8000,1600
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,7849,1570
2023-08-23 00:00:00,North Darfur,SD02,SD02170,Tawila,7750,1550
2023-08-16 00:00:00,River Nile,SD16,SD16013,Barbar,7680,1536
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,7575,1515
2023-08-23 00:00:00,Gedaref,SD12,SD12076,Al Qureisha,7565,1513
2023-08-16 00:00:00,River Nile,SD16,SD16012,Atbara,7530,1506
2023-08-16 00:00:00,River Nile,SD16,SD16013,Barbar,7500,1500
2023-08-16 00:00:00,Sennar,SD14,SD14038,Sennar,7500,1500
2023-07-19 00:00:00,Khartoum,SD01,SD01001,Jebel Awlia,7380,1476
2023-08-23 00:00:00,Gedaref,SD12,SD12081,Wasat Al Gedaref,7285,1457
2023-07-19 00:00:00,Northern,SD17,SD17019,Ad Dabbah,7275,1455
2023-08-09 00:00:00,South Darfur,SD03,SD03150,Al Wihda,7100,1420
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,7030,1386
2023-08-09 00:00:00,South Darfur,SD03,SD03162,Beliel,7000,1400
2023-07-19 00:00:00,River Nile,SD16,SD16013,Barbar,6970,1394
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,6840,1368
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,6770,1354
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,6755,1351
2023-07-19 00:00:00,River Nile,SD16,SD16013,Barbar,6745,1349
2023-08-23 00:00:00,North Darfur,SD02,SD02114,Al Fasher,6665,1333
2023-07-12 00:00:00,Northern,SD17,SD17014,Halfa,6605,1321
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,6590,1318
2023-07-19 00:00:00,River Nile,SD16,SD16013,Barbar,6590,1318
2023-08-16 00:00:00,River Nile,SD16,SD16012,Atbara,6550,1310
2023-07-19 00:00:00,Northern,SD17,SD17019,Ad Dabbah,6525,1305
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,6250,1250
2023-07-19 00:00:00,River Nile,SD16,SD16014,Al Buhaira,6250,1250
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,6250,1250
2023-08-16 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,6250,1250
2023-07-19 00:00:00,River Nile,SD16,SD16014,Al Buhaira,6183,1230
2023-07-12 00:00:00,Northern,SD17,SD17014,Halfa,6155,1231
2023-08-16 00:00:00,Kassala,SD11,SD11052,Halfa Aj Jadeedah,6150,1230
2023-08-23 00:00:00,South Kordofan,SD07,SD07098,Kadugli,6126,1221
2023-07-19 00:00:00,Northern,SD17,SD17019,Ad Dabbah,6025,1205
2023-08-23 00:00:00,East Darfur,SD05,SD05148,Shia'ria,6000,1200
2023-07-12 00:00:00,Northern,SD17,SD17014,Halfa,6000,1200
2023-08-16 00:00:00,River Nile,SD16,SD16012,Atbara,5965,1193
2023-08-23 00:00:00,Gedaref,SD12,SD12084,AR Rahad GR,5950,1190
2023-08-23 00:00:00,Gedaref,SD12,SD12084,AR Rahad GR,5950,1190
2023-08-23 00:00:00,Gedaref,SD12,SD12084,AR Rahad GR,5950,1190
2023-08-16 00:00:00,River Nile,SD16,SD16012,Atbara,5945,1189
2023-07-12 00:00:00,Northern,SD17,SD17014,Halfa,5880,1176
2023-08-23 00:00:00,North Darfur,SD02,SD02129,Melit,5815,1163
2023-07-12 00:00:00,Northern,SD17,SD17014,Halfa,5660,1132
2023-07-12 00:00:00,Northern,SD17,SD17014,Halfa,5640,1128
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,5520,1104
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,5365,1073
2023-08-23 00:00:00,Central Darfur,SD06,SD06131,Gharb Jabal Marrah,5350,1070
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,5340,1068
2023-07-19 00:00:00,Northern,SD17,SD17019,Ad Dabbah,5305,1061
2023-08-02 00:00:00,Sennar,SD14,SD14040,Ad Dinder,5245,1049
2023-08-23 00:00:00,Central Darfur,SD06,SD06139,Wasat Jabal Marrah,5105,1021
2023-08-23 00:00:00,Gedaref,SD12,SD12076,Al Qureisha,5100,1020
2023-08-23 00:00:00,Gedaref,SD12,SD12084,AR Rahad GR,5100,1020
2023-07-19 00:00:00,Northern,SD17,SD17019,Ad Dabbah,5075,1015
2023-08-23 00:00:00,Gedaref,SD12,SD12082,Al Mafaza,5065,1013
2023-08-23 00:00:00,North Darfur,SD02,SD02128,Kutum,5000,1000
2023-08-23 00:00:00,Gedaref,SD12,SD12084,AR Rahad GR,5000,1000
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,5000,1000
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,5000,1000
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,5000,1000
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,5000,1000
2023-08-09 00:00:00,South Darfur,SD03,SD03156,As Sunta,4950,990
2023-08-09 00:00:00,Sennar,SD14,SD14042,Sharg Sennar,4915,963
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,4900,980
2023-07-12 00:00:00,River Nile,SD16,SD16008,Abu Hamad,4855,971
2023-08-09 00:00:00,Sennar,SD14,SD14042,Sharg Sennar,4690,918
2023-08-16 00:00:00,Northern,SD17,SD17020,Merwoe,4670,946
2023-08-16 00:00:00,Northern,SD17,SD17017,Dongola,4660,932
2023-07-12 00:00:00,Sennar,SD14,SD14040,Ad Dinder,4640,928
2023-08-02 00:00:00,Sennar,SD14,SD14037,Abu Hujar,4615,903
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,4565,913
2023-08-16 00:00:00,Northern,SD17,SD17014,Halfa,4550,910
2023-08-23 00:00:00,South Kordofan,SD07,SD07098,Kadugli,4546,920
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,4425,885
2023-08-02 00:00:00,Sennar,SD14,SD14037,Abu Hujar,4405,881
2023-08-23 00:00:00,River Nile,SD16,SD16011,Ad Damar,4380,876
2023-07-12 00:00:00,Sennar,SD14,SD14037,Abu Hujar,4365,873
2023-08-02 00:00:00,Northern,SD17,SD17020,Merwoe,4365,873
2023-08-02 00:00:00,Sennar,SD14,SD14037,Abu Hujar,4355,871
2023-08-02 00:00:00,Sennar,SD14,SD14037,Abu Hujar,4345,869
2023-07-12 00:00:00,Northern,SD17,SD17016,Al Burgaig,4325,865
2023-07-12 00:00:00,Sennar,SD14,SD14037,Abu Hujar,4285,857
2023-08-02 00:00:00,Sennar,SD14,SD14037,Abu Hujar,4285,857
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,4275,855
2023-08-16 00:00:00,Sennar,SD14,SD14037,Abu Hujar,4270,854
2023-08-02 00:00:00,Sennar,SD14,SD14037,Abu Hujar,4240,848
2023-08-23 00:00:00,Gedaref,SD12,SD12079,Gala'a Al Nahal,4230,846
2023-08-23 00:00:00,Gedaref,SD12,SD12079,Gala'a Al Nahal,4225,845
2023-07-12 00:00:00,River Nile,SD16,SD16008,Abu Hamad,4220,844
2023-07-12 00:00:00,River Nile,SD16,SD16010,Shendi,4185,837
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,4160,832
2023-07-12 00:00:00,Sennar,SD14,SD14039,Ad Dali,4160,832
2023-08-23 00:00:00,Gedaref,SD12,SD12076,Al Qureisha,4150,830
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,4150,830
2023-08-09 00:00:00,Sennar,SD14,SD14042,Sharg Sennar,4150,810
2023-08-09 00:00:00,Sennar,SD14,SD14037,Abu Hujar,4110,802
2023-08-16 00:00:00,Kassala,SD11,SD11053,Madeinat Kassala,4105,821
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,4100,820
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,4090,818
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,4080,816
2023-08-16 00:00:00,River Nile,SD16,SD16012,Atbara,4050,810
2023-08-16 00:00:00,River Nile,SD16,SD16012,Atbara,4025,805
2023-08-09 00:00:00,North Darfur,SD02,SD02117,Al Malha,3990,798
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,3985,797
2023-08-16 00:00:00,Khartoum,SD01,SD01006,Um Durman,3980,796
2023-08-02 00:00:00,Sennar,SD14,SD14040,Ad Dinder,3970,794
2023-07-12 00:00:00,Northern,SD17,SD17015,Delgo,3945,789
2023-08-02 00:00:00,Sennar,SD14,SD14040,Ad Dinder,3905,781
2023-08-23 00:00:00,North Darfur,SD02,SD02113,Dar As Salam,3890,778
2023-08-23 00:00:00,North Darfur,SD02,SD02169,Al lait,3789,750
2023-07-12 00:00:00,Northern,SD17,SD17014,Halfa,3775,755
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,3770,754
2023-08-16 00:00:00,Northern,SD17,SD17020,Merwoe,3765,763
2023-08-23 00:00:00,Khartoum,SD01,SD01003,Bahri,3750,750
2023-08-02 00:00:00,Sennar,SD14,SD14040,Ad Dinder,3750,750
2023-08-23 00:00:00,Gedaref,SD12,SD12079,Gala'a Al Nahal,3747,749
2023-08-02 00:00:00,Sennar,SD14,SD14040,Ad Dinder,3710,742
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,3705,741
2023-07-12 00:00:00,Sennar,SD14,SD14040,Ad Dinder,3705,741
2023-08-02 00:00:00,Sennar,SD14,SD14040,Ad Dinder,3690,738
2023-08-23 00:00:00,Kassala,SD11,SD11053,Madeinat Kassala,3675,735
2023-07-12 00:00:00,Sennar,SD14,SD14040,Ad Dinder,3675,735
2023-08-16 00:00:00,Sennar,SD14,SD14040,Ad Dinder,3675,735
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,3650,730
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,3620,724
2023-07-12 00:00:00,Sennar,SD14,SD14039,Ad Dali,3615,723
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15036,Al Manaqil,3600,720
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,3585,717
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,3575,715
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,3520,704
2023-07-19 00:00:00,Northern,SD17,SD17019,Ad Dabbah,3520,704
2023-08-23 00:00:00,North Darfur,SD02,SD02128,Kutum,3500,700
2023-08-23 00:00:00,North Darfur,SD02,SD02128,Kutum,3500,700
2023-08-23 00:00:00,North Darfur,SD02,SD02170,Tawila,3500,700
2023-08-23 00:00:00,Central Darfur,SD06,SD06132,Shamal Jabal Marrah,3500,700
2023-08-23 00:00:00,Gedaref,SD12,SD12077,Basundah,3500,700
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,3500,700
2023-08-16 00:00:00,Gedaref,SD12,SD12081,Wasat Al Gedaref,3470,694
2023-08-23 00:00:00,South Kordofan,SD07,SD07098,Kadugli,3455,691
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,3450,690
2023-08-23 00:00:00,South Darfur,SD03,SD03145,Mershing,3400,680
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,3390,678
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,3370,674
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,3360,672
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,3350,670
2023-07-19 00:00:00,Sennar,SD14,SD14041,As Suki,3340,668
2023-07-19 00:00:00,Northern,SD17,SD17019,Ad Dabbah,3335,667
2023-07-19 00:00:00,River Nile,SD16,SD16013,Barbar,3280,656
2023-08-23 00:00:00,South Darfur,SD03,SD03158,Rehaid Albirdi,3250,650
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15036,Al Manaqil,3250,650
2023-07-19 00:00:00,River Nile,SD16,SD16013,Barbar,3245,649
2023-08-23 00:00:00,North Darfur,SD02,SD02124,Kebkabiya,3235,647
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,3230,646
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,3215,643
2023-07-12 00:00:00,Khartoum,SD01,SD01007,Khartoum,3205,641
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,3185,637
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,3175,635
2023-07-12 00:00:00,Khartoum,SD01,SD01002,Um Bada,3170,634
2023-07-19 00:00:00,River Nile,SD16,SD16013,Barbar,3170,634
2023-07-12 00:00:00,Northern,SD17,SD17016,Al Burgaig,3165,633
2023-07-19 00:00:00,River Nile,SD16,SD16014,Al Buhaira,3135,627
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,3130,626
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15036,Al Manaqil,3110,622
2023-07-12 00:00:00,River Nile,SD16,SD16008,Abu Hamad,3080,616
2023-07-19 00:00:00,River Nile,SD16,SD16014,Al Buhaira,3075,615
2023-08-16 00:00:00,Kassala,SD11,SD11053,Madeinat Kassala,3070,614
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,3070,614
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,3055,611
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,3040,608
2023-08-23 00:00:00,Blue Nile,SD08,SD08105,Ed Damazine,3030,606
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,3020,604
2023-07-12 00:00:00,Northern,SD17,SD17015,Delgo,3015,603
2023-07-19 00:00:00,River Nile,SD16,SD16014,Al Buhaira,3015,603
2023-08-09 00:00:00,South Darfur,SD03,SD03166,As Salam - SD,3000,600
2023-08-23 00:00:00,Gedaref,SD12,SD12082,Al Mafaza,3000,600
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15032,Um Algura,2980,596
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,2965,593
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,2960,592
2023-07-12 00:00:00,Northern,SD17,SD17014,Halfa,2950,590
2023-07-12 00:00:00,Northern,SD17,SD17014,Halfa,2890,578
2023-07-12 00:00:00,Northern,SD17,SD17015,Delgo,2880,576
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,2860,572
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,2850,570
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,2850,570
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,2850,585
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,2830,566
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,2820,564
2023-07-12 00:00:00,Northern,SD17,SD17015,Delgo,2785,557
2023-07-12 00:00:00,Northern,SD17,SD17016,Al Burgaig,2780,556
2023-08-23 00:00:00,North Darfur,SD02,SD02114,Al Fasher,2770,554
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,2760,552
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,2750,550
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,2750,550
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,2750,550
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,2750,550
2023-07-12 00:00:00,Northern,SD17,SD17017,Dongola,2720,544
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,2715,543
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15035,Al Kamlin,2700,540
2023-08-23 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,2700,540
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,2700,540
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,2700,540
2023-08-02 00:00:00,Sennar,SD14,SD14040,Ad Dinder,2685,537
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,2685,537
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,2675,535
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,2635,527
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,2630,526
2023-08-23 00:00:00,North Darfur,SD02,SD02170,Tawila,2625,525
2023-08-23 00:00:00,South Darfur,SD03,SD03149,Tulus,2625,525
2023-07-12 00:00:00,River Nile,SD16,SD16008,Abu Hamad,2615,523
2023-08-23 00:00:00,South Darfur,SD03,SD03145,Mershing,2600,520
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,2600,520
2023-08-02 00:00:00,Sennar,SD14,SD14040,Ad Dinder,2600,520
2023-07-19 00:00:00,River Nile,SD16,SD16011,Ad Damar,2590,518
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,2590,518
2023-07-19 00:00:00,Northern,SD17,SD17019,Ad Dabbah,2565,513
2023-07-12 00:00:00,Northern,SD17,SD17015,Delgo,2540,508
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,2540,508
2023-08-02 00:00:00,Sennar,SD14,SD14040,Ad Dinder,2530,506
2023-08-23 00:00:00,Blue Nile,SD08,SD08105,Ed Damazine,2520,504
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,2510,502
2023-08-23 00:00:00,Central Darfur,SD06,SD06138,Zalingi,2500,500
2023-08-23 00:00:00,North Darfur,SD02,SD02114,Al Fasher,2500,500
2023-08-09 00:00:00,South Darfur,SD03,SD03166,As Salam - SD,2500,500
2023-08-09 00:00:00,South Darfur,SD03,SD03162,Beliel,2500,500
2023-08-23 00:00:00,South Darfur,SD03,SD03145,Mershing,2500,500
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,2500,500
2023-08-16 00:00:00,Kassala,SD11,SD11053,Madeinat Kassala,2500,500
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,2500,500
2023-08-23 00:00:00,Red Sea,SD10,SD10064,Port Sudan,2500,500
2023-08-16 00:00:00,Kassala,SD11,SD11052,Halfa Aj Jadeedah,2500,500
2023-07-19 00:00:00,White Nile,SD09,SD09045,Um Rimta,2500,500
2023-08-16 00:00:00,Aj Jazirah,SD15,SD15030,Medani Al Kubra,2495,499
2023-08-23 00:00:00,Kassala,SD11,SD11053,Madeinat Kassala,2480,496
2023-07-12 00:00:00,Northern,SD17,SD17016,Al Burgaig,2480,496
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,2475,495
2023-07-19 00:00:00,Sennar,SD14,SD14043,Sinja,2455,491
2023-07-12 00:00:00,Sennar,SD14,SD14042,Sharg Sennar,2445,489
2023-07-12 00:00:00,Sennar,SD14,SD14042,Sharg Sennar,2445,489
2023-07-12 00:00:00,River Nile,SD16,SD16008,Abu Hamad,2430,486
2023-07-12 00:00:00,Sennar,SD14,SD14042,Sharg Sennar,2430,486
2023-07-12 00:00:00,Sennar,SD14,SD14042,Sharg Sennar,2430,486
2023-08-23 00:00:00,Kassala,SD11,SD11060,Reifi Khashm Elgirba,2425,485
2023-07-12 00:00:00,River Nile,SD16,SD16008,Abu Hamad,2425,485
2023-08-02 00:00:00,Sennar,SD14,SD14040,Ad Dinder,2415,483
2023-07-12 00:00:00,Sennar,SD14,SD14042,Sharg Sennar,2415,483
2023-08-16 00:00:00,Gedaref,SD12,SD12081,Wasat Al Gedaref,2400,480
2023-08-23 00:00:00,Gedaref,SD12,SD12083,Galabat Ash-Shargiah,2390,478
2023-07-12 00:00:00,Sennar,SD14,SD14042,Sharg Sennar,2390,478
2023-08-16 00:00:00,Kassala,SD11,SD11053,Madeinat Kassala,2385,477
2023-07-19 00:00:00,Northern,SD17,SD17019,Ad Dabbah,2380,476
2023-07-19 00:00:00,Northern,SD17,SD17019,Ad Dabbah,2350,470
2023-07-12 00:00:00,Northern,SD17,SD17015,Delgo,2335,467
2023-07-19 00:00:00,Northern,SD17,SD17019,Ad Dabbah,2300,460
2023-07-12 00:00:00,Northern,SD17,SD17018,Al Golid,2290,458
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,2290,458
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,2285,457
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,2280,456
2023-08-16 00:00:00,River Nile,SD16,SD16012,Atbara,2280,456
2023-07-12 00:00:00,White Nile,SD09,SD09050,Al Gitaina,2270,454
2023-08-16 00:00:00,Northern,SD17,SD17017,Dongola,2266,471
2023-08-23 00:00:00,Central Darfur,SD06,SD06135,Um Dukhun,2250,450
2023-08-09 00:00:00,South Darfur,SD03,SD03162,Beliel,2250,450
2023-08-16 00:00:00,Northern,SD17,SD17017,Dongola,2250,450
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,2240,448
2023-08-23 00:00:00,South Darfur,SD03,SD03144,Kas,2225,445
2023-08-16 00:00:00,Northern,SD17,SD17017,Dongola,2225,445
2023-08-23 00:00:00,East Darfur,SD05,SD05142,Ad Du'ayn,2220,444
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,2220,444
2023-07-12 00:00:00,River Nile,SD16,SD16009,Al Matama,2220,444
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,2220,444
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,2220,444
2023-08-23 00:00:00,Blue Nile,SD08,SD08105,Ed Damazine,2215,443
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,2205,441
2023-08-23 00:00:00,Gedaref,SD12,SD12080,Madeinat Al Gedaref,2200,440
2023-07-19 00:00:00,Northern,SD17,SD17020,Merwoe,2200,440
2023-07-19 00:00:00,White Nile,SD09,SD09044,Ad Diwaim,2195,439
2023-07-19 00:00:00,Northern,SD17,SD17019,Ad Dabbah,2190,438
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,2190,438
2023-07-19 00:00:00,Sennar,SD14,SD14038,Sennar,2185,437
2023-08-23 00:00:00,North Darfur,SD02,SD02113,Dar As Salam,2170,434
