date+survey,adm1+name,adm1+pcode,adm2+pcode,adm2+name,affected+idps+ind,affected+idps+hh,adm1+origin+name,adm1+origin+pcode,adm2+origin+pcode,adm2+origin+name
2023-05-31 00:00:00,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,105,20,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,115,26,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,115,23,Khartoum,SD01,SD01002,Um Bada
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,47,9,Khartoum,SD01,SD01002,Um Bada
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,222,43,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,120,23,Khartoum,SD01,SD01003,Bahri
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,355,63,Khartoum,SD01,SD01004,Sharg An Neel
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,148,29,Khartoum,SD01,SD01004,Sharg An Neel
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,68,13,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,335,54,Khartoum,SD01,SD01002,Um Bada
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,50,11,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,511,87,Khartoum,SD01,SD01002,Um Bada
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,154,31,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,329,59,Khartoum,SD01,SD01002,Um Bada
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,235,46,Khartoum,SD01,SD01004,Sharg An Neel
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,292,46,Khartoum,SD01,SD01004,Sharg An Neel
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,0,0,North Kordofan,SD13,SD13024,Sheikan
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,0,0,North Kordofan,SD13,SD13024,Sheikan
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,428,69,Khartoum,SD01,SD01002,Um Bada
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,37,7,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,26,6,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,93,17,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,North Kordofan,SD13,SD13023,Um Rawaba,72,16,Khartoum,SD01,SD01001,Jebel Awlia
2023-05-31 00:00:00,South Kordofan,SD07,SD07090,Abassiya,48,15,Khartoum,SD01,SD01002,Um Bada
2023-05-31 00:00:00,South Kordofan,SD07,SD07090,Abassiya,292,65,Khartoum,SD01,SD01002,Um Bada
2023-05-31 00:00:00,South Kordofan,SD07,SD07090,Abassiya,128,26,Khartoum,SD01,SD01002,Um Bada
2023-05-31 00:00:00,South Kordofan,SD07,SD07090,Abassiya,10,1,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,South Kordofan,SD07,SD07090,Abassiya,255,58,Khartoum,SD01,SD01002,Um Bada
2023-05-31 00:00:00,South Kordofan,SD07,SD07090,Abassiya,108,22,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,South Kordofan,SD07,SD07090,Abassiya,19,2,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,South Kordofan,SD07,SD07090,Abassiya,170,34,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,South Kordofan,SD07,SD07090,Abassiya,110,22,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,South Kordofan,SD07,SD07090,Abassiya,225,45,Khartoum,SD01,SD01002,Um Bada
2023-05-31 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,333,63,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,403,86,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,171,39,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,166,29,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,38,9,North Kordofan,SD13,SD13024,Sheikan
2023-05-31 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,142,27,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,142,26,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,134,33,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,202,41,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,81,19,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,87,21,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,79,13,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,314,64,Khartoum,SD01,SD01007,Khartoum
2023-05-31 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,213,48,Khartoum,SD01,SD01006,Um Durman
2023-05-31 00:00:00,South Kordofan,SD07,SD07104,Abu Kershola,142,33,Khartoum,SD01,SD01006,Um Durman
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,103,18,Khartoum,SD01,SD01007,Khartoum
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,13,3,North Kordofan,SD13,SD13024,Sheikan
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,125,25,Khartoum,SD01,SD01007,Khartoum
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,27,7,North Kordofan,SD13,SD13024,Sheikan
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,79,16,Khartoum,SD01,SD01007,Khartoum
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,128,30,Khartoum,SD01,SD01007,Khartoum
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,19,5,North Kordofan,SD13,SD13024,Sheikan
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,43,11,Khartoum,SD01,SD01007,Khartoum
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,5,1,North Kordofan,SD13,SD13024,Sheikan
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,159,41,Khartoum,SD01,SD01007,Khartoum
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,18,5,North Kordofan,SD13,SD13024,Sheikan
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,412,73,Khartoum,SD01,SD01007,Khartoum
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,33,7,Khartoum,SD01,SD01007,Khartoum
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,83,16,Khartoum,SD01,SD01007,Khartoum
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,3,1,North Kordofan,SD13,SD13024,Sheikan
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,91,30,Khartoum,SD01,SD01007,Khartoum
2023-05-17 00:00:00,South Kordofan,SD07,SD07093,Ar Rashad,9,3,North Kordofan,SD13,SD13024,Sheikan
